WORKING MODEL TRIAL 7-1-1-4 circular foot(6 feet),,,,,,,,
7/13/21 18:51,,,,,,,,
Velocity of Center of Mass of Circle 1,,,,Total Force on Circle 1          ,,,,
t,Vx,Vy,|V|,,t,Fx,Fy,|F|
0.472,40.170762,-0.59863,40.175222,-,0.472,0.003114,-19.843869,19.843869
0.473,40.172161,-0.73691,40.178919,-,0.473,0.003107,-19.843882,19.843882
0.474,40.174081,-0.875223,40.183613,-,0.474,0.0031,-19.843895,19.843895
0.475,40.17652,-1.013583,40.189303,-,0.475,0.003093,-19.843908,19.843908
0.476,40.179478,-1.152001,40.19599,-,0.476,0.003086,-19.843921,19.843921
0.477,40.182955,-1.290491,40.203672,-,0.477,0.003079,-19.843934,19.843934
0.478,40.186951,-1.429065,40.212352,-,0.478,0.003073,-19.843947,19.843948
0.479,40.191463,-1.567736,40.222028,-,0.479,0.003066,-19.843961,19.843961
0.48,40.196492,-1.706516,40.2327,-,0.48,0.00306,-19.843974,19.843974
0.481,40.202036,-1.845418,40.244369,-,0.481,0.003053,-19.843988,19.843988
0.482,40.208094,-1.984455,40.257036,-,0.482,0.003047,-19.844001,19.844002
0.483,40.214666,-2.123639,40.270699,-,0.483,0.003041,-19.844015,19.844015
0.484,40.221749,-2.262983,40.285359,-,0.484,0.003035,-19.844029,19.844029
0.485,40.229342,-2.402499,40.301017,-,0.485,0.003029,-19.844043,19.844043
0.486,40.237444,-2.542201,40.317672,-,0.486,0.003023,-19.844057,19.844057
0.487,40.246053,-2.6821,40.335325,-,0.487,0.003017,-19.844071,19.844071
0.488,40.255167,-2.82221,40.353975,-,0.488,0.003012,-19.844085,19.844085
0.489,40.264784,-2.962543,40.373623,-,0.489,0.003006,-19.844099,19.8441
0.49,40.274902,-3.103112,40.39427,-,0.49,0.003001,-19.844114,19.844114
0.491,40.28552,-3.243929,40.415915,-,0.491,0.002995,-19.844128,19.844129
0.492,40.296634,-3.385008,40.438558,-,0.492,0.00299,-19.844143,19.844143
0.493,40.308243,-3.526361,40.4622,-,0.493,0.002985,-19.844158,19.844158
0.494,40.320344,-3.668,40.486842,-,0.494,0.00298,-19.844173,19.844173
0.495,40.332934,-3.809939,40.512482,-,0.495,0.002975,-19.844188,19.844188
0.496,40.346011,-3.95219,40.539122,-,0.496,0.00297,-19.844203,19.844203
0.497,40.359572,-4.094766,40.566762,-,0.497,0.002965,-19.844218,19.844218
0.498,40.373614,-4.23768,40.595401,-,0.498,0.00296,-19.844234,19.844234
0.499,40.388133,-4.380944,40.625041,-,0.499,0.002955,-19.844249,19.844249
0.5,40.403128,-4.524571,40.655682,-,0.5,0.002951,-19.844265,19.844265
0.501,40.418593,-4.668574,40.687323,-,0.501,0.002946,-19.844281,19.844281
0.502,40.434527,-4.812966,40.719966,-,0.502,0.002942,-19.844296,19.844297
0.503,40.450925,-4.95776,40.75361,-,0.503,0.002937,-19.844313,19.844313
0.504,40.467783,-5.102968,40.788255,-,0.504,0.002933,-19.844329,19.844329
0.505,40.485099,-5.248604,40.823903,-,0.505,0.002929,-19.844345,19.844345
0.506,40.502867,-5.39468,40.860554,-,0.506,0.002925,-19.844362,19.844362
0.507,40.521085,-5.541209,40.898207,-,0.507,0.00292,-19.844378,19.844378
0.508,40.539747,-5.688203,40.936863,-,0.508,0.002916,-19.844395,19.844395
0.509,40.558849,-5.835677,40.976523,-,0.509,0.002912,-19.844412,19.844412
0.51,40.578388,-5.983643,41.017186,-,0.51,0.002908,-19.844429,19.844429
0.511,40.598358,-6.132113,41.058854,-,0.511,0.002904,-19.844446,19.844447
0.512,40.618754,-6.281101,41.101526,-,0.512,0.002901,-19.844464,19.844464
0.513,40.639573,-6.43062,41.145203,-,0.513,0.002897,-19.844481,19.844482
0.514,40.660808,-6.580682,41.189886,-,0.514,0.002893,-19.844499,19.844499
0.515,40.682456,-6.731301,41.235574,-,0.515,0.00289,-19.844517,19.844517
0.516,40.704509,-6.882489,41.282269,-,0.516,0.002886,-19.844535,19.844535
0.517,40.726964,-7.03426,41.32997,-,0.517,0.002882,-19.844554,19.844554
0.518,40.749815,-7.186627,41.378678,-,0.518,0.002879,-19.844572,19.844572
0.519,40.773055,-7.339603,41.428394,-,0.519,0.002875,-19.844591,19.844591
0.52,40.79668,-7.493201,41.479117,-,0.52,0.002872,-19.844609,19.84461
0.521,40.820683,-7.647433,41.530849,-,0.521,0.002869,-19.844628,19.844629
0.522,40.845058,-7.802314,41.583589,-,0.522,0.002865,-19.844648,19.844648
0.523,40.8698,-7.957856,41.637339,-,0.523,0.002862,-19.844667,19.844667
0.524,40.8949,-8.114072,41.692098,-,0.524,0.002859,-19.844687,19.844687
0.525,40.920354,-8.270976,41.747867,-,0.525,0.002855,-19.844706,19.844707
0.526,40.946154,-8.42858,41.804647,-,0.526,0.002852,-19.844726,19.844726
0.527,40.972294,-8.586899,41.862437,-,0.527,0.002849,-19.844746,19.844747
0.528,40.998766,-8.745944,41.92124,-,0.528,0.002846,-19.844767,19.844767
0.529,41.025563,-8.90573,41.981054,-,0.529,0.002843,-19.844787,19.844788
0.53,41.052679,-9.06627,42.04188,-,0.53,0.00284,-19.844808,19.844808
0.531,41.080105,-9.227576,42.103719,-,0.531,0.002837,-19.844829,19.844829
0.532,41.107834,-9.389663,42.166572,-,0.532,0.002834,-19.84485,19.84485
0.533,41.135858,-9.552543,42.230438,-,0.533,0.002831,-19.844872,19.844872
0.534,41.16417,-9.71623,42.295319,-,0.534,0.002828,-19.844893,19.844893
0.535,41.19276,-9.880737,42.361214,-,0.535,0.002825,-19.844915,19.844915
0.536,41.221622,-10.046077,42.428125,-,0.536,0.002822,-19.844937,19.844937
0.537,41.250746,-10.212265,42.496051,-,0.537,0.002819,-19.844959,19.84496
0.538,41.280123,-10.379312,42.564994,-,0.538,0.002816,-19.844982,19.844982
0.539,41.309746,-10.547233,42.634953,-,0.539,0.002813,-19.845005,19.845005
0.54,41.339605,-10.716041,42.70593,-,0.54,0.00281,-19.845028,19.845028
0.541,41.36969,-10.885749,42.777924,-,0.541,0.002807,-19.845051,19.845051
0.542,41.399993,-11.056372,42.850937,-,0.542,0.002804,-19.845074,19.845074
0.543,41.430504,-11.227921,42.924968,-,0.543,0.002801,-19.845098,19.845098
0.544,41.461213,-11.400411,43.000019,-,0.544,0.002798,-19.845122,19.845122
0.545,41.492111,-11.573856,43.076089,-,0.545,0.002795,-19.845146,19.845146
0.546,41.523187,-11.748268,43.153179,-,0.546,0.002792,-19.845171,19.845171
0.547,41.554431,-11.923661,43.23129,-,0.547,0.002789,-19.845195,19.845195
0.548,41.585832,-12.100049,43.310422,-,0.548,0.002786,-19.84522,19.84522
0.549,41.617381,-12.277445,43.390575,-,0.549,0.002783,-19.845245,19.845246
0.55,41.649065,-12.455863,43.471751,-,0.55,0.00278,-19.845271,19.845271
0.551,41.680874,-12.635316,43.553949,-,0.551,0.002776,-19.845297,19.845297
0.552,41.712797,-12.815818,43.637171,-,0.552,0.002773,-19.845323,19.845323
0.553,41.744822,-12.997383,43.721415,-,0.553,0.00277,-19.845349,19.845349
0.554,41.776938,-13.180023,43.806684,-,0.554,0.002767,-19.845375,19.845376
0.555,41.809133,-13.363752,43.892977,-,0.555,0.002764,-19.845402,19.845402
0.556,41.841394,-13.548585,43.980295,-,0.556,0.00276,-19.845429,19.84543
0.557,41.873709,-13.734534,44.068638,-,0.557,0.002757,-19.845457,19.845457
0.558,41.906066,-13.921613,44.158007,-,0.558,0.002754,-19.845485,19.845485
0.559,41.938451,-14.109835,44.248403,-,0.559,0.00275,-19.845512,19.845513
0.56,41.970853,-14.299215,44.339825,-,0.56,0.002747,-19.845541,19.845541
0.561,42.003257,-14.489766,44.432273,-,0.561,0.002743,-19.845569,19.84557
0.562,42.035651,-14.681501,44.52575,-,0.562,0.002739,-19.845598,19.845598
0.563,42.06802,-14.874434,44.620254,-,0.563,0.002736,-19.845627,19.845628
0.564,42.10035,-15.068578,44.715786,-,0.564,0.002732,-19.845657,19.845657
0.565,42.132629,-15.263947,44.812347,-,0.565,0.002728,-19.845687,19.845687
0.566,42.16484,-15.460555,44.909937,-,0.566,0.002724,-19.845717,19.845717
0.567,42.19697,-15.658414,45.008557,-,0.567,0.00272,-19.845747,19.845747
0.568,42.229003,-15.857539,45.108206,-,0.568,0.002716,-19.845778,19.845778
0.569,42.260924,-16.057943,45.208885,-,0.569,0.002712,-19.845809,19.845809
0.57,42.292719,-16.25964,45.310594,-,0.57,0.002708,-19.84584,19.845841
0.571,42.324371,-16.462642,45.413335,-,0.571,0.002703,-19.845872,19.845872
0.572,42.355864,-16.666964,45.517106,-,0.572,0.002699,-19.845904,19.845904
0.573,42.387183,-16.872619,45.621908,-,0.573,0.002694,-19.845937,19.845937
0.574,42.41831,-17.079619,45.727742,-,0.574,0.00269,-19.845969,19.845969
0.575,42.449229,-17.28798,45.834608,-,0.575,0.002685,-19.846002,19.846002
0.576,42.479924,-17.497713,45.942506,-,0.576,0.00268,-19.846036,19.846036
0.577,42.510376,-17.708833,46.051436,-,0.577,0.002675,-19.846069,19.84607
0.578,42.540568,-17.921351,46.161399,-,0.578,0.00267,-19.846104,19.846104
0.579,42.570483,-18.135283,46.272395,-,0.579,0.002665,-19.846138,19.846138
0.58,42.600102,-18.350641,46.384423,-,0.58,0.002659,-19.846173,19.846173
0.581,42.629406,-18.567438,46.497484,-,0.581,0.002654,-19.846208,19.846208
0.582,42.658378,-18.785687,46.611579,-,0.582,0.002648,-19.846244,19.846244
0.583,42.686998,-19.005402,46.726706,-,0.583,0.002642,-19.84628,19.84628
0.584,42.715247,-19.226595,46.842868,-,0.584,0.002636,-19.846316,19.846316
0.585,42.743104,-19.449279,46.960062,-,0.585,0.00263,-19.846353,19.846353
0.586,42.770551,-19.673469,47.07829,-,0.586,-2.685139,41.37039,41.457438
0.587,30.27776,14.623441,33.624214,-,0.587,0.001334,-19.84425,19.84425
0.588,30.207295,14.476887,33.497177,-,0.588,0.001316,-19.844236,19.844236
0.589,30.136709,14.331586,33.370879,-,0.589,0.001298,-19.844223,19.844223
0.59,30.066014,14.187531,33.245319,-,0.59,0.00128,-19.84421,19.84421
0.591,29.99522,14.044711,33.120494,-,0.591,0.001262,-19.844196,19.844196
0.592,29.924337,13.903117,32.996403,-,0.592,0.001245,-19.844183,19.844183
0.593,29.853377,13.762739,32.873045,-,0.593,0.001228,-19.84417,19.84417
0.594,29.78235,13.623567,32.750419,-,0.594,0.001211,-19.844157,19.844157
0.595,29.711264,13.485593,32.628522,-,0.595,0.001194,-19.844144,19.844144
0.596,29.640132,13.348806,32.507354,-,0.596,0.001178,-19.844131,19.844131
0.597,29.568961,13.213198,32.386912,-,0.597,0.001161,-19.844118,19.844118
0.598,29.497762,13.078759,32.267195,-,0.598,0.001145,-19.844105,19.844105
0.599,29.426544,12.945479,32.148202,-,0.599,0.001129,-19.844092,19.844092
0.6,29.355316,12.813349,32.029931,-,0.6,0.001114,-19.84408,19.84408
0.601,29.284088,12.682361,31.912381,-,0.601,0.001099,-19.844067,19.844067
0.602,29.212868,12.552504,31.79555,-,0.602,0.001083,-19.844055,19.844055
0.603,29.141666,12.423769,31.679437,-,0.603,0.001068,-19.844042,19.844042
0.604,29.070489,12.296148,31.564039,-,0.604,0.001054,-19.84403,19.84403
0.605,28.999347,12.16963,31.449356,-,0.605,0.001039,-19.844018,19.844018
0.606,28.928247,12.044208,31.335386,-,0.606,0.001025,-19.844006,19.844006
